Title,Category,Bid Count,Highest Bid Amount(€),Description,URL
6 onderzetters met eigen foto,Fotoproducten,0,0,Hoe leuk is dit? Jij kiest je mooiste herinneringen uit en deze worden afgedrukt op 6 hittebestendige én watervaste onderzetters. Persoonlijker wordt het niet... Bovendien voorkomen ze krassen en vlekken op het tafelblad. Cadeautip! Bied mee en win ze met korting.,https://www.vakantieveilingen.be/veilingen/producten/fotoproducten/foto-op-onderzetter-6-stuks/25097
Yogamat 60 x 200 cm (keuze uit 3 modellen),Sport en gezondheid,0,0,Yoga is supergoed voor zowel je lichaam als je geest. Je wilt natuurlijk wel je materiaal op orde hebben... Bied daarom als de wiedeweerga mee op deze fijne yogamat met antislip onderkant. Bonus: na gebruik kan ie gewoon in de was. Kies je favoriete model uit en winnen maar!,https://www.vakantieveilingen.be/veilingen/producten/sport-en-gezondheid/yogamat-keuze-uit-3-modellen/49057
Online cursus fotografie voor binnenshuis,Online cursussen,0,0,"Leer in het comfort van je eigen huis over cameratechnieken, creatief fotograferen en effecten creëren met minimaal budget. Deze online fotografiecursus is volledig vanuit huis te volgen met gebruik van objecten die je toch al hebt liggen. Bied mee voor levenslang toegang op verschillende apparaten!",https://www.vakantieveilingen.be/veilingen/producten/online-cursussen/online-cursus-fotografie-home-projects/57629
Elektrische wimperkruller,Persoonlijke verzorging,0,0,"Versnel je make-uproutine met deze handzame tool. De elektrische kruller warmt binnen 30 seconden op, waarna je in een handomdraai je wimpers ermee krult. De wimperkruller is zo ontworpen dat je er niet makkelijk je oogleden aan brandt én heeft een mooi roze kleurtje. Hebben! Bied snel mee.",https://www.vakantieveilingen.be/veilingen/producten/persoonlijke-verzorging/elektrische-wimperkruller-moss/49292
Comfortabel fietszadel,Auto en fiets,0,0,Een ritje naar de bakker of een lange fietstocht door bossen en polders? In beide gevallen is een comfortabel zadel een must. Dit model is eenvoudig te monteren en voorkomt zadelpijn. Spring op je stalen ros en laat de wind spelen met je haren...,https://www.vakantieveilingen.be/veilingen/producten/auto-en-fiets/fietszadel-eenvoudige-montage/18358
Ketting met regenboog en zirkonia's (925 zilver),Juwelen,2,2,Ga jij ook altijd op zoek naar die pot met goud aan het einde van de regenboog? Dan is deze vrolijke ketting jou op het lijf geschreven. Het sieraad is uitermate geschikt om een basic look mee op te pimpen. Een tip van ons: ook leuk om cadeau te geven aan dat ene kleurrijke type... Bied mee en win!,https://www.vakantieveilingen.be/veilingen/producten/juwelen/ketting-zilver-regenboog/43813
Kunststof stuurblad,Auto en fiets,0,0,"Als je wekelijks vele uren in de auto doorbrengt, kun je het jezelf maar het best zo comfortabel mogelijk maken. Dit handige stuurblad is ideaal om onderweg je eten en drinken op neer te zetten. Koffie, colaatje, broodje, snackie; het past er allemaal op. Bied mee en win met korting. Goede reis!",https://www.vakantieveilingen.be/veilingen/producten/auto-en-fiets/stuurblad-kunststof/45215
Buitendouche - op statief en in hoogte verstelbaar,Tuin en buiten,0,0,Wat kan er niet ontbreken tijdens warme zomerdagen op de camping of in je tuin? Een fijne manier om verkoeling en verfrissing op te kunnen zoeken. Deze buitendouche sluit je gemakkelijk aan op een standaard tuinslang. De douche is in hoogte verstelbaar voor verschillende gebruikers. Bied mee!,https://www.vakantieveilingen.be/veilingen/producten/tuin-en-buiten/buitendouche-voor-camping-of-tuin/48975
Slaapzak met draagtas,Tuin en buiten,0,0,"Trek de natuur in of ga los op een festival. Een goede voorbereiding is het halve werk. Deze lichtgewicht slaapzak is compact mee te nemen in of aan je tas, of je nu gaat wandelen in de bergen of blijft slapen op de festivalcamping. Bied mee en win deze fijne slaapzak.",https://www.vakantieveilingen.be/veilingen/producten/tuin-en-buiten/slaapzak-met-draagtas/49106
Najaar 2024: kamperen in de Belgische Ardennen (4 p.),Campings en vakantieparken,1,1,"Een midweek of weekend genieten van de natuur en sportieve uitstapjes? Bied mee en reis dit najaar met je eigen tent, vouwwagen of caravan naar de Belgische Ardennen. Klim en klauter in een oude mijn en warm jezelf 's avonds op met een kampvuur op de camping. Bied mee en boek snel deze najaarstrip!",https://www.vakantieveilingen.be/veilingen/vakanties/campings-en-vakantieparken/kamperen-olympia-camping-group/49370
Goudkleurige dubbele ketting,Juwelen,0,0,"Als je op zoekt bent naar een ketting die je elke dag kunt dragen, is dit exemplaar van Sophie Siero top. Het goudkleurige dubbele model heeft een elegant ontwerp en is makkelijk te combineren met je andere favoriete items. Ook als cadeau doet ie het goed... Bied mee en win met korting.",https://www.vakantieveilingen.be/veilingen/producten/juwelen/dubbele-slangenketting-goud/49357
Snijplank hout van Buccan,Tuin en buiten,0,0,Of je nu je eten wilt snijden en voorbereiden óf netjes uitserveren tijdens een etentje met gasten; deze snijplank van Buccan is je beste maat. Ook niet geheel onbelangrijk: na gebruik maak je 'm eenvoudig schoon. Wel eerst nog even meebieden en winnen natuurlijk...,https://www.vakantieveilingen.be/veilingen/producten/tuin-en-buiten/snijplank-hout-buccan/42742
Crystal Hair Remover haarverwijderaar,Persoonlijke verzorging,0,0,"Ben jij die terugkerende scheer-, wax of lasersessies ook zo zat? Gebruik de Crystal Hair Remover en de haargroei op jouw benen, armen, borst of rug vertraagt al na een paar sessies. Wrijf het apparaat in cirkels over je huid en die voelt al snel zijdezacht aan. Bied mee, win en ervaar het zelf!",https://www.vakantieveilingen.be/veilingen/producten/persoonlijke-verzorging/crystal-hair-remover-peach-beauty/44337
Sneakersokken zwart Mario Russo 10-pack (maat: 35 - 38),Modeaccessoires,0,0,"Deze enkelsokken van Mario Russo zitten comfortabel en passen onder elke outfit. De zachte en ademende stof zorgt ervoor dat je voeten fris blijven, zelfs tijdens drukke dagen. Bied mee en win maar liefst 10 paar! Zo kun jij de zomer weer vooruit met nieuwe zwarte sneakersokken.",https://www.vakantieveilingen.be/veilingen/producten/modeaccessoires/mario-russo-sneakersokken-10-pack-zwart/62420
Zwart slim shirt (maat M),Sport en gezondheid,0,0,"Er 5 - 10 kg lichter uitzien, zonder dat je daar iets voor hoeft te doen; ideaal, toch? Dit zwarte slim shirt corrigeert én traint je buikspieren. Het kledingstuk stimuleert de bloeddoorstroming, waardoor overtollig vet sneller wordt afgevoerd. Tijd om mee te bieden en te winnen dus!",https://www.vakantieveilingen.be/veilingen/producten/sport-en-gezondheid/slim-shirt-maat-m/9146
30 minuten in een Tesla Model S 90D,Auto en motorsport,0,0,Een ritje in een Tesla voelt als een rit door de toekomst! 30 minuten lang geniet je van de luxe en power van de Tesla S 90D. De instructeur legt je alles uit. In deze elektrische topwagen beleef je zonder twijfel een onvergetelijke tijd.,https://www.vakantieveilingen.be/veilingen/uitstapjes/auto-en-motorsport/tesla-rental-30-min/33861
Jouw mooiste foto op canvas (40 x 30 cm),Fotoproducten,1,1,"Vind jij herinneringen ook de mooiste souvenirs? Leg een moment vast op foto, druk deze af op een canvasdoek en geef 'm cadeau aan een bijzonder persoon. Het doek is UV-bestendig en de kleuren vervagen niet. Daar heb je lang plezier van! Kortom: de hoogste tijd om mee te bieden.",https://www.vakantieveilingen.be/veilingen/producten/fotoproducten/fotoafdruk-op-canvas/17826
Oorbellen van Supertrash 18K verguld goud,Juwelen,0,0,"Woehoe, zin om de show te stelen? Bied dan mee op deze stijlvolle oorbellen van Supertrash. De sieraden zijn gemaakt van stevig roestvrij staal. Bonus: hierdoor verkleuren ze niet! Is dat even fijn... Ook superleuk om cadeau te geven aan iemand om wie je geeft. Dus bied mee en win met korting.",https://www.vakantieveilingen.be/veilingen/producten/juwelen/supertrash-oorbellen-ilvy/46021
"Voucher t.w.v. € 45,- voor een gepersonaliseerd nachtlampje",Gepersonaliseerd,0,0,"Met dit sfeervolle en gepersonaliseerde nachtlampje maak je de slaapkamer van je kleintje helemaal af. Bied mee op deze voucher van € 45,- bij PersonalizedGiftsNow en ontwerp je eigen nachtlampje met tekst. Het lampje is voorzien van ledlicht en kan naar wens worden aangepast.",https://www.vakantieveilingen.be/veilingen/producten/gepersonaliseerd/voucher-gepersonaliseerd-nachtlamp-personalizedgiftsnow/58192
Uitschuifbare wielmoersleutel HWR1 van Toolland,Auto en fiets,0,0,Een wielmoersleutel is gemaakt voor de montage en demontage van een autoband. Deze variant van Toolland is uitschuifbaar en dus makkelijk in gebruik. Dankzij het antislip handvat ligt de moersleutel goed in de hand en heb je veel grip. Plaats het hoogste bod en win met korting.,https://www.vakantieveilingen.be/veilingen/producten/auto-en-fiets/wielmoersleutel-toolland/48183
Paintballen: keuze uit 5 locaties (10 p.) | 6 m. geldig,Actieve uitstapjes,0,0,Op zoek naar een leuk idee voor een vrijgezellen of groepsactiviteit? Met deze paintballvoucher leef je je 2 uur lang uit op een locatie naar keuze. Inclusief een startpakket van 50 paintballetjes!,https://www.vakantieveilingen.be/veilingen/uitstapjes/actieve-uitstapjes/paintballen-10-personen/3805
Uittrekbare tuinslang van 15 meter,Tuin en buiten,0,0,"Tuinplanten watergeven een gedoe? Niet met het juiste gereedschap. Deze tuinslang is licht van gewicht, flexibel en knikbestendig én heeft een afneembare sproeikop met 7 sproeistanden. Na gebruik berg je 'm weer compact op. Bied snel mee en sproei je planten in een handomdraai.",https://www.vakantieveilingen.be/veilingen/producten/tuin-en-buiten/uittrekbare-tuinslang-van-15-meter-met-afneembare-sproeikop-en-7-sproeistanden/46074
Goudkleurige oorbellen met kunstparels (antiallergeen),Juwelen,0,0,"Chique types opgelet! Met parels sla je de plank niet snel mis. Bied daarom als de bliksem mee op deze schitterende oorbellen die versierd zijn met kunstparels. Ze zijn goud van kleur, aanslagbestendig en als klap op de vuurpijl ook nog eens antiallergeen. Wat wil je nog meer? Bied mee en win!",https://www.vakantieveilingen.be/veilingen/producten/juwelen/oorbellen-kunstparels/46110
Buttplug met zuignap van Dreamtoys (zwart),Intimiteit,0,0,"Breng spanning in je slaapkamer met de buttplug van Dreamtoys. Het speeltje is hypoallergeen en lichaamsveilig. Je kunt 'm ook handsfree gebruiken dankzij de stevige zuignap. Bied nu mee en experimenteer er lekker op los, alleen of met je partner. Veel plezier alvast...",https://www.vakantieveilingen.be/veilingen/producten/intimiteit/buttplug-dreamtoys/48622
Armband met gekleurde steentjes,Juwelen,2,2,"Zeg eens eerlijk: van dit schattige armbandje word je toch direct vrolijk? Dankzij de verschillende kleuren steentjes fleur je er elke outfit mee op. Ook leuk: geef het sieraad cadeau aan iemand die belangrijk voor je is... Dus wacht niet te lang, bied mee en win deze parel met korting.",https://www.vakantieveilingen.be/veilingen/producten/juwelen/armband-gekleurde-steentjes/49356
Plantenzak met 12 vakken,Bloemen en planten,0,0,Maak van je buitenmuur of schutting een groene oase of plant hem vol met gekleurde bloemetjes. Deze plantenzak van vilt biedt ruimte voor 12 gezellige planten of bloemetjes. Je hangt 'm gemakkelijk op aan de 8 ogen. Bied mee en maak er een feest van!,https://www.vakantieveilingen.be/veilingen/producten/bloemen-en-planten/plantenzak-12-vakken/48557
Sproeislang van 15 meter,Tuin en buiten,0,0,"Jouw redder in geval van zonnestralen: deze multifunctionele sproeislang houdt je planten vochtig of geeft jou verkoeling als de zon op scherp staat. Of beide, want met 24 sproeikoppen en een lengte van 15 meter kan deze slang een aardig oppervlak benevelen. Bied mee en zet 'm aan het werk.",https://www.vakantieveilingen.be/veilingen/producten/tuin-en-buiten/sproeislang-24-sproeikoppen/48565
Kopergeweven compressiesokken (maat: L / XL),Modeaccessoires,0,0,"Deze sokken verminderen spiermoeheid en hebben een verzorgende werking bij spierblessures. Een aanrader voor hardlopers, omdat ze dempend zijn voor je voeten. Ook fijn: ze gaan niet ruiken omdat het koper de compressiesokken schoon houdt.",https://www.vakantieveilingen.be/veilingen/producten/modeaccessoires/compressiesokken-maat-l-en-xl/7437
Klaver-oorbellen (goud met zwart),Juwelen,0,0,"Ben óf ken jij iemand die wel een extra dosis geluk in z'n leven kan gebruiken? Bied dan razendsnel mee op deze charmante klaver-oorbellen. De sieraden zijn gemaakt van metaal, antiallergeen en aanslagbestendig. Wat zal jij er goed uitzien zeg... Ook leuk om cadeau te geven aan een dierbare!",https://www.vakantieveilingen.be/veilingen/producten/juwelen/oorbellen-klavertjes/46109
Kettlebell met 2 losse gewichten (max. 5 kg),Sport en gezondheid,0,0,"Creëer gemakkelijk het juiste gewicht voor jouw lichaam met deze verstelbare kettlebell, dankzij de 2 losse gewichten. Met de gewichten van 1 kg en 2 kg kun je er maximaal 5 kg van maken. Mis je nog een kettlebell in je thuis sportschool? Bied dan snel mee en win!",https://www.vakantieveilingen.be/veilingen/producten/sport-en-gezondheid/kettlebell-met-gewichten-crane/47332
Supertrash oorbellen met zwarte glasstenen,Juwelen,0,0,"Wauw... Dat is het 1e woord dat in je opkomt wanneer je deze oorbellen van Supertrash ziet. De blikvangers zijn goud van kleur en versierd met zwarte glasstenen. Ook niet geheel onbelangrijk: omdat ze zijn gemaakt van roestvrij staal, verkleuren ze niet. Bied mee, win en flaneer!",https://www.vakantieveilingen.be/veilingen/producten/juwelen/oorbellen-supertrash-hinde/46020
Hollandse Kophaas van BBQthuisbezorgd,Voeding en dranken,0,0,"Ben je gek op een heerlijk stukje vlees? Bied dan snel mee op een voucher voor Hollandse varkensfilet. Dit is topkwaliteit vlees voor de echte fijnproevers. Je kunt met dit veelzijdige stuk vlees alle kanten op; bakken, grillen of leg ‘m op de barbecue. Ontdek de smaak van ambacht in elke hap.",https://www.vakantieveilingen.be/veilingen/aan-tafel/voeding-en-dranken/varkensfilet-thuisbezorgd/19895
Cadeaudoos met ketting en échte roos,Juwelen,0,0,Heb je ooit zo'n bijzonder cadeau gezien als deze elegante cadeaudoos? Het pakketje bevat naast een elegante ketting ook een échte roos die zo is bewerkt dat ie voor altijd goed blijft en geen water of zon nodig heeft. Speciaal of speciaal... Bied mee en verwen jezelf of een ander ermee!,https://www.vakantieveilingen.be/veilingen/producten/juwelen/cadeaudoos-ketting-roos/48384
Online cursus Urban Sketching voor beginners,Online cursussen,0,0,"Ha creatieveling! Met deze online cursus leer jij de fijne kneepjes van het tekenvak. De cursus is ontworpen door de wereldberoemde 'urban sketcher' Ian Fennelly. Je krijgt praktische opdrachten, professionele tips én levenslang toegang. Zo oefen jij lekker op je eigen tempo. Bied je mee?",https://www.vakantieveilingen.be/veilingen/producten/online-cursussen/online-cursus-urban-sketching/49708
Zwangerschaps- of baby fotoshoot,Fotoshoots,0,0,Ben je zwanger of heb je een pasgeboren baby? Het is een ingrijpende gebeurtenis in jouw leven. Leg het vast met een professionele fotoshoot. Na de shoot kies je zelf de mooiste foto van jezelf en/of je baby.,https://www.vakantieveilingen.be/veilingen/uitstapjes/fotoshoots/fotoshoot-newborn-pregnancy/2217
"Voucher t.w.v. € 110,- voor foto op hexagon - 8 stuks (22 x 19 cm)",Fotoproducten,0,0,"Herinneringen zijn een kostbaar bezit. Maak ze daarom tastbaar door ze af te drukken op je eigen hexagon-fotocollage. Bied mee, ga naar CanvasCompany.nl en bestel met maar liefst € 110,- korting 8 gepersonaliseerde hexagons. Je kunt je collage uitbreiden met extra óf grotere hexagons. Hebben!",https://www.vakantieveilingen.be/veilingen/producten/fotoproducten/canvascompany-foto-op-hexagon-8-stuks-22-x-19-cm/43056
Procureur (mals varkensvlees) van BBQthuisbezorgd,Barbecue en grill,0,0,"Zin in een stoer stuk supermals vlees met oneindige mogelijkheden? Pak de BBQ erbij of zet de oven aan en maak zelf bijvoorbeeld jouw eigen pulled pork, luxe rollade, shoarma of procureurlapjes van dit vlees. Dat wordt smullen! Bied nu mee voor een stuk kwaliteitsvlees.",https://www.vakantieveilingen.be/veilingen/eten-en-drinken/barbecue-en-grill/procureur-thuisbezorgd/18920
Online cursus Photoshop voor beginners bij iPhotography,Online cursussen,0,0,"Ben jij een designer in de dop? Ontdek de verborgen geheimen van Photoshop! Met deze stap-voor-stap online cursus leer je hoe je in Photoshop verbazingwekkende kunstwerken maakt. Let op: de cursus is gemaakt voor beginners. Bied nu mee, creatieveling.",https://www.vakantieveilingen.be/veilingen/producten/online-cursussen/iphotography-online-photoshop-cursus/49565
"Lockdown Escape Room in Gent: € 35,- kortingsvoucher",Indoor,0,0,"Laat je opsluiten in een van de vijf themakamers van Lockdown Escape Room en ga de strijd aan met de klok. Terwijl de minuten wegtikken, puzzelen jullie je een weg naar de vrijheid. Lukt het om op tijd te ontsnappen? Plaats het hoogste bod en stel je zenuwen op de proef!",https://www.vakantieveilingen.be/veilingen/uitstapjes/indoor/lockdown-escape-room-gent/55753
"2,5 m kleurplaat met kleurpotloden",Speelgoed en hobby,0,0,"Een kleurplaat met een lengte van 2,5 meter... Heb je zoiets wel eens gezien? Grote kans van niet. Bied daarom heel vlug mee op dit megagrote exemplaar. Ook niet geheel onbelangrijk: je krijgt er ook nog 6 kleurpotloden bij. Urenlang kleurplezier gegarandeerd! Winnen, winnen, winnen dus.",https://www.vakantieveilingen.be/veilingen/producten/speelgoed-en-hobby/kleurplaat-250-cm/49509
Eau de toilette Laghmani's Strawberry (85 ml),Parfums,0,0,"Fans van zoete geurtjes opgelet; Laghmani's Strawberry is alles wat jij wilt én meer. De eau de toilette heeft een fruitige geur en is een natuurlijke mix van aardbei-oliën. Leuk om cadeau te geven voor een speciale gelegenheid, maar nog leuker om zelf te houden. Bied mee en win!",https://www.vakantieveilingen.be/veilingen/producten/parfums/eau-de-toilette-laghmani-s-strawberry/42560
1 hele kreeft van BBQthuisbezorgd,Barbecue en grill,0,0,Kreeft is zonder twijfel het meest luxe voedsel wat de zee ons schenkt. Geniet van de unieke smaak van het stevige en zoete vlees. Bereid 'm op de barbecue met boter en knoflook of kook de kreeft nog eventjes na en eet 'm daarna koud. Bied nu mee en win met korting! Eet smakelijk.,https://www.vakantieveilingen.be/veilingen/eten-en-drinken/barbecue-en-grill/1-hele-kreeft-bbq-thuisbezorgd/49341
Springtouw van NJOY (3 meter),Sport en gezondheid,0,0,Wist je dat je gemiddeld zo'n 150 calorieën verbrandt met 10 minuten springtouwen? Gebruik dit sterke touw voor een warming-up of cardio work-out. Je kunt er op straat óf in de gym mee springen. Ook fijn: het springtouw raakt niet in de knoop.,https://www.vakantieveilingen.be/veilingen/producten/sport-en-gezondheid/springtouw-van-njoy-sportartikelen/17822
GVB in 1 dag - keuze uit 16 verschillende locaties,Cursussen en workshops,0,0,"Een balletje slaan op de golfbaan? Dat doe je niet zomaar. Putten, chippen, swingen; met deze 1-daagse GVB-cursus leer je alle basisbeginselen van de golfsport. Handig: je kunt kiezen uit 16 verschillende locaties, dus er zit er altijd 1 bij jou in de buurt. Bied mee!",https://www.vakantieveilingen.be/veilingen/uitstapjes/cursussen-en-workshops/gvb-cursus/2414
Ribeye (mals rundvlees) van BBQthuisbezorgd,Barbecue en grill,1,1,Geniet van ribeye in je thuis-restaurant en ontvang ruim 900 gram mals rundvlees geportioneerd in 5 stukken. Zo hoef je de deur niet uit! Bied nu mee en win vandaag nog jouw stuk kwaliteitsvlees.,https://www.vakantieveilingen.be/veilingen/eten-en-drinken/barbecue-en-grill/ribeye-thuisbezorgd/49796
"Voucher t.w.v. €90,- voor een gepersonaliseerde Bobblehead",Gepersonaliseerd,0,0,"Een uniek, persoonlijk én speciaal cadeau; dat is dit gepersonaliseerde beeldje van PersonalizedGiftsNow. Kies een persoon, huisdier of ander personage en ontvang een beeldje met een hoofd dat hier precies op lijkt. Je zult versteld staan van de gelijkenissen... Bied mee en win een voucher!",https://www.vakantieveilingen.be/veilingen/producten/gepersonaliseerd/voucher-gepersonaliseerd-beeldje-personalizedgiftsnow/62601
Hollandse biefstukken van BBQthuisbezorgd,Barbecue en grill,0,0,Zin in vlees? Gooi deze Hollandse biefstukken van mals rundvlees op de BBQ of in de pan. Dat wordt gegarandeerd smullen wanneer jij maar wilt! Het vlees wordt per stuk vacuüm verpakt. Plaats het hoogste bod en win!,https://www.vakantieveilingen.be/veilingen/eten-en-drinken/barbecue-en-grill/hollandse-biefstuk-thuisbezorgd/49735
"Voucher t.w.v. € 45,- voor een gepersonaliseerde wandlamp",Gepersonaliseerd,0,0,Op zoek naar een echte blikvanger voor in de slaapkamer van je kleintje? Bied dan mee op deze voucher van PersonalizedGiftsNow en ontwerp je eigen wandlamp met tekst. De lamp is voorzien van ledlicht en kan naar wens worden aangepast. Een uniek cadeau voor jezelf of voor iemand anders.,https://www.vakantieveilingen.be/veilingen/producten/gepersonaliseerd/voucher-gepersonaliseerde-wandlamp-personalizedgiftsnow/58190
"Vrolijke strandtas (roze, oranje of lichtblauw)",Modeaccessoires,0,0,Of je nu op vakantie óf in Nederland naar het strand gaat; een goede strandtas is onmisbaar. In dit vrolijke model kun je al je belangrijke spullen kwijt. Ook niet geheel onbelangrijk: je kunt kiezen uit 3 opvallende kleuren. Win-win! Plaats jij het winnende bod? Dan win je de tas met korting.,https://www.vakantieveilingen.be/veilingen/producten/modeaccessoires/strandtas-roze-oranje-lichtblauw/44585
"Di Lusso-voucher t.w.v. € 50,-",Juwelen,0,0,"Vind je het lastig om een origineel geschenk te vinden voor een vriend(in), collega of familielid? Geef dan deze voucher t.w.v. € 50,- van Di Lusso cadeau.  Hiermee kan de ontvanger zelf een mooi sieraad of horloge uitzoeken. Natuurlijk ook erg leuk om jezelf op te trakteren... Bied mee en win snel!",https://www.vakantieveilingen.be/veilingen/producten/juwelen/voucher-sieraden-di-lusso/10894
Smaakvol Italië in Lanaken (2 tickets),Beurzen en expo,0,0,"6/7/8 september 2024 - Hét Italiaanse zomerfeest vindt dit jaar plaats in de tuinen van Kasteel Pietersheim in het Limburgse Lanaken. Geniet een dag lang van bruisende marktpleinen, tal van optredens en proeverijen. Bied mee en win 2 tickets met korting voor deze heerlijke dag.",https://www.vakantieveilingen.be/veilingen/uitstapjes/beurzen-en-expo/smaakvol-italie-2024-italie-evenement/57583?l=78720946&p=167422
Zilveren oorbellen met parelmoer parels van Di Lusso (sterling 925),Juwelen,0,0,Ben óf ken jij een echte parelliefhebber? Dan zijn deze schattige oorbellen van Di Lusso een absolute musthave. De oorstekers zijn namelijk versierd met oogverblindende kunstparels. Zo maak jij je outfit in 1 klap af. Cadeau geven of toch stiekem zelf houden... Bied nu mee en win. Oehlala!,https://www.vakantieveilingen.be/veilingen/producten/juwelen/oorbellen-ales-di-lusso/42554
Mals buikspek aan 1 stuk van BBQthuisbezorgd,Barbecue en grill,0,0,"Ben je gek op een heerlijk stukje vlees? Bied dan snel mee op een voucher voor 900 - 1.200 gram mals buikspek van BBQ Thuisbezorgd. Dit is topkwaliteit vlees voor de echte fijnproevers. Je kunt met dit veelzijdige stuk vlees alle kanten op; bakken, grillen of leg ‘m op de barbecue. Eet smakelijk!",https://www.vakantieveilingen.be/veilingen/eten-en-drinken/barbecue-en-grill/buikspek-aan-1-stuk-thuisbezorgd/49350
Set van 2 manden voor bloemen en planten,Bloemen en planten,0,0,"Meer groen in je leefomgeving is altijd een goed idee. Of het nu in je tuin is of je woonkamer, deze set van 2  weerbestendige plantenmanden komt van pas. Wat dacht je van een gezellige gatenplant in die saaie hoek of een weelderige hangplant langs de rand van je kast? Bied snel mee!",https://www.vakantieveilingen.be/veilingen/producten/bloemen-en-planten/set-van-2-manden-voor-bloemen-en-planten-van-weerbestendig-polyrotan-gemaakt/48411
Entrecote (mals rundvlees) van BBQthuisbezorgd,Barbecue en grill,0,0,"Geniet van een malse entrecote steak in je eigen thuis-restaurant. Met deze veiling kan jij je barbecue alvast aansteken om dit malse rundvlees te gaan bereiden. Het vlees wordt in stukken geportioneerd, zo hoef je zelf niet aan de gang met het snijden. Handig toch? Bied nu mee en win met korting!",https://www.vakantieveilingen.be/veilingen/eten-en-drinken/barbecue-en-grill/entrecotes-thuisbezorgd/49736
Paintball in Almere (6 - 10 p.),Actieve uitstapjes,0,0,Ga de strijd aan met je vrienden op het paintballveld. Er zijn hier 10 verschillende velden waar jullie je 2 uur op kunnen uitleven! Wat wordt jouw tactiek om de vijand te verslaan? Het grootste outdoor park van Nederland is ook op zondag open. Bied nu mee en win de veiling.,https://www.vakantieveilingen.be/veilingen/uitstapjes/actieve-uitstapjes/paintball-cadeau/2413
Lasergamen op een kasteeldomein met 10 personen,Actieve uitstapjes,0,0,Zin in een onvergetelijk uitje met je vrienden? Kom lasergamen in en rond een Middeleeuws kasteel nabij de Belgische Ardennen. Ontdek de spannende speelvelden binnen deze unieke locatie en ga de strijd aan. Wie komt er als winnaar uit de bus? Bied snel mee en win dit toffe uitje met korting.,https://www.vakantieveilingen.be/veilingen/uitstapjes/actieve-uitstapjes/lasergamen-agimont/53627
Paintball bij Paintball Brussel op 4 locaties (8-10 p.),Actieve uitstapjes,0,0,Paintballen als vrijgezellen of teambuilding? Met deze veiling heb je keuze uit 4 verschillende locaties! Met maar liefst 10 vrienden leef je je 2 uur lang uit. Inclusief een startpakket van 50 paintballetjes. Knallen maar!,https://www.vakantieveilingen.be/veilingen/uitstapjes/actieve-uitstapjes/paintballen-verschillende-locaties/33237
"Voucher t.w.v. € 35,- voor gepersonaliseerd ondergoed",Gepersonaliseerd,0,0,"Op zoek naar een grappig en persoonlijk cadeau? Laat je eigen gezicht of die van een ander op ondergoed bedrukken. Je hebt keuze uit verschillende maten en kleuren, voor zowel vrouwen als mannenondergoed. Het ideale cadeau voor je geliefde! Bied mee en win met korting.",https://www.vakantieveilingen.be/veilingen/producten/gepersonaliseerd/gepersonaliseerd-ondergoed-personalizedgiftsnow/62799
"€ 50,- korting op een stedentrip Duitsland (keuze uit 50+ hotels)",Hotels Duitsland,0,0,"Eeuwenoude straten met kleine boetiekjes, brede winkelallee's, groene stadsparken en niet te vergeten tal van restaurants en cafés. Ideaal om neer te ploffen tussen het sightseeën door. Win een kortingsvoucher van € 50,- en boek jouw hotel in een Duitse stad inclusief ontbijt met korting.",https://www.vakantieveilingen.be/veilingen/hotels/hotels-duitsland/hotel-stad-duitsland-kortingsvoucher/62661
Online cursus kinderfictie schrijven voor beginners,Online cursussen,0,0,"Zit schrijven in jouw bloed? Specialiseer je met deze cursus in kinderfictie. Je krijgt verschillende opdrachten waarbij je schrijft voor kleuters, kinderen en tieners. Van een pakkende inleiding tot spannend slot: jij weet straks alle kneepjes van het schrijversvak. Bieden, winnen en aan de bak.",https://www.vakantieveilingen.be/veilingen/producten/online-cursussen/online-cursus-kinderfictie-schrijven/49709
"Voucher t.w.v. € 30,- voor gepersonaliseerde neon lamp",Gepersonaliseerd,0,0,"Heb je binnenkort een bruiloft of verjaardagsfeest op de planning? Hoe leuk is het dan om het feest aan te kleden met een gepersonaliseerde neon lamp... Je kunt zelf kiezen welk lettertype, wat voor kleur én natuurlijk welke tekst je wilt. De keuze is reuze! Bied mee en win een € 30,- voucher.",https://www.vakantieveilingen.be/veilingen/producten/gepersonaliseerd/voucher-gepersonaliseerde-neon-lamp-personalizedgiftsnow/62599
Sportset (11-delig),Sport en gezondheid,0,0,"Wil je graag wat fitter worden, maar is de sportschool niet helemaal jouw ding? Bied dan zeker mee op deze 11-delige sportset. De set is multifunctioneel en geschikt voor het trainen van veel verschillende spiergroepen. Bovendien bepaal je zo lekker zelf hoe hard je traint. Winnen en aan de slag!",https://www.vakantieveilingen.be/veilingen/producten/sport-en-gezondheid/sportset-11delig/48298
"€ 100,- korting op een Nixie buisklok van PersonalizedGiftsNow",Gepersonaliseerd,0,0,"Op zoek naar een origineel cadeau? Met deze veiling maak je gemakkelijk je eigen doe-het-zelf bureauklok. De Nixie buisklok zorgt met de warme gloed voor een knusse, gezellige sfeer en tovert je slaapkamer om tot een magische plek... Bied mee, win en geef 'm een mooie plaats.",https://www.vakantieveilingen.be/veilingen/producten/gepersonaliseerd/nixie-buisklok-personalizedgiftsnow/62604
